,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
1892,NMB0952,NGO_0919,98.795,83,1,0,1,83,1,83,1.69e-54,159.0,83,1.0,<=>
1893,NMB0954,NGO_0918,99.065,428,4,0,1,428,1,428,0.0,886.0,428,1.0,<=>
1895,NMB0955,NGO_0917,99.258,943,7,0,1,943,1,943,0.0,1948.0,943,1.0,<=>
1896,NMB0956,NGO_0916,97.716,394,9,0,1,394,1,394,0.0,766.0,394,1.0,<=>
1899,NMB0957,NGO_0915,99.791,478,1,0,1,478,1,478,0.0,958.0,478,1.0,<=>
1903,NMB0958,NGO_0914,97.917,96,2,0,1,96,1,96,3.49e-66,190.0,96,1.0,<=>
1904,NMB0959,NGO_0913,98.715,389,5,0,1,389,1,389,0.0,769.0,389,1.0,<=>
1905,NMB0960,NGO_0912,98.99,297,3,0,1,297,1,297,0.0,586.0,297,1.0,<=>
1906,NMB0962,NGO_1207,98.0,950,19,0,1,950,1,950,0.0,1924.0,950,1.0,<=>
1917,NMB0963,NGO_1206,92.857,266,13,1,1,266,1,260,6.42e-177,483.0,266,1.0,<=>
1918,NMB0964,NGO_1205,96.179,759,29,0,1,759,1,759,0.0,1511.0,759,1.0,<=>
1919,NMB0966,NGO_1204,94.416,197,11,0,1,197,1,197,2.05e-143,393.0,197,1.0,<=>
1922,NMB0967,NGO_1203,95.0,340,17,0,1,340,1,340,0.0,613.0,353,0.9631728045325779,<=>
1923,NMB0968,NGO_1201,96.154,26,1,0,1,26,1,26,3.23e-13,52.0,30,0.8666666666666667,<=>
1924,NMB0969,NGO_06300,94.828,58,3,0,1,58,1,58,1.5800000000000002e-37,115.0,58,1.0,<=>
1939,NMB0971,NGO_1270,97.938,97,2,0,1,97,1,97,2.8500000000000003e-66,190.0,97,1.0,->
1942,NMB0972,NGO_1269,96.97,66,2,0,1,66,1,66,2.9500000000000003e-43,130.0,66,1.0,->
1945,NMB0973,NGO_1268,94.737,95,5,0,1,95,1,95,6.5e-53,156.0,95,1.0,->
1948,NMB0974,NGO_1267,92.473,93,7,0,1,93,1,93,2.5e-61,177.0,93,1.0,->
1953,NMB0975,NGO_1141,96.226,106,4,0,1,106,1,106,1.07e-73,210.0,106,1.0,->
1954,NMB0976,NGO_1140,89.063,128,14,0,1,128,1,128,2.01e-76,231.0,132,0.9696969696969697,<=>
1957,NMB0977,NGO_1473,89.809,157,16,0,2,158,37,193,1.26e-106,298.0,158,0.9936708860759493,->
1958,NMB0978,NGO_1472,97.186,462,13,0,1,462,1,462,0.0,899.0,462,1.0,<=>
1959,NMB0979,NGO_1471,96.094,128,5,0,1,128,1,128,2.25e-72,208.0,128,1.0,<=>
1960,NMB0980,NGO_1470,97.86,514,10,1,1,514,1,513,0.0,1004.0,514,1.0,<=>
1961,NMB0981,NGO_1468,93.165,278,19,0,1,278,1,278,1.47e-180,494.0,278,1.0,<=>
1963,NMB0982,NGO_1467,90.551,381,36,0,1,381,28,408,0.0,691.0,381,1.0,<=>
1965,NMB0983,NGO_1466,95.636,527,23,0,1,527,1,527,0.0,1037.0,527,1.0,<=>
1966,NMB0989,NGO_1086,55.319,47,21,0,6,52,6,52,9.98e-13,52.8,55,0.8545454545454545,<=>
1968,NMB0991,NGO_10180,87.273,110,14,0,1,110,1,110,3.7899999999999996e-67,205.0,371,0.29649595687331537,<=>
1982,NMB0993,NGO_0885,98.246,57,1,0,1,57,1,57,2.0500000000000003e-37,114.0,57,1.0,<=>
1983,NMB0994,NGO_0886,93.681,364,20,1,1,364,1,361,0.0,654.0,364,1.0,<=>
1984,NMB0995,NGO_0887,89.617,183,19,0,46,228,1,183,3.22e-116,325.0,228,0.8026315789473685,<=>
1985,NMB0996,NGO_0888,97.647,85,2,0,38,122,1,85,6.77e-57,167.0,124,0.6854838709677419,<=>
1986,NMB0997,NGO_0890,98.227,564,10,0,1,564,1,564,0.0,1163.0,564,1.0,<=>
1988,NMB0998,NGO_0893,96.948,1278,39,0,1,1278,1,1278,0.0,2587.0,1278,1.0,<=>
1993,NMB0999,NGO_0894,93.413,334,22,0,1,334,1,334,0.0,647.0,334,1.0,<=>
1996,NMB1003,NGO_1015,77.419,93,21,0,3,95,1,93,1.28e-51,153.0,99,0.9393939393939394,<=>
1997,NMB1004,NGO_1014,40.426,47,28,0,35,81,44,90,0.000286,32.7,82,0.573170731707317,->
1998,NMB1005,NGO_1014,79.452,73,15,0,1,73,22,94,8.27e-39,120.0,75,0.9733333333333334,<=>
1999,NMB1006,NGO_05310,91.667,60,5,0,1,60,1,60,2.65e-35,109.0,60,1.0,<=>
2000,NMB1007,NGO_1013,59.843,127,48,1,1,124,1,127,2.73e-49,149.0,124,1.0241935483870968,<=>
2001,NMB1009,NGO_0479,36.364,44,28,0,13,56,186,229,0.000206,33.1,65,0.676923076923077,->
2002,NMB1014,NGO_1009,92.105,76,6,0,62,137,1,76,6.69e-48,148.0,198,0.3838383838383838,<=>
2005,NMB1016,NGO_0880,94.554,202,11,0,1,202,1,202,2.1800000000000002e-144,396.0,202,1.0,<=>
2006,NMB1017,NGO_04615,96.25,240,7,1,113,352,97,334,1.28e-171,477.0,352,0.6818181818181818,<=>
2007,NMB1018,NGO_0876,99.379,161,1,0,1,161,1,161,1.02e-118,328.0,161,1.0,<=>
2008,NMB1019,NGO_0875,93.931,379,23,0,1,379,1,379,0.0,694.0,379,1.0,<=>
2009,NMB1021,NGO_0872,95.325,492,23,0,1,492,1,492,0.0,963.0,492,1.0,<=>
2011,NMB1023,NGO_0547,97.799,318,7,0,1,318,1,318,0.0,644.0,320,0.99375,<=>
2013,NMB1024,NGO_0548,94.444,288,16,0,2,289,1,288,0.0,561.0,289,0.9965397923875432,<=>
2014,NMB1025,NGO_0549,97.521,121,3,0,1,121,1,121,4.74e-84,237.0,121,1.0,<=>
2016,NMB1026,NGO_0550,97.5,160,4,0,1,160,1,160,7.3e-115,318.0,160,1.0,<=>
2017,NMB1027,NGO_0551,88.382,241,18,1,1,241,1,231,1.73e-155,427.0,241,1.0,<=>
2019,NMB1028,NGO_0552,95.205,292,14,0,1,292,1,292,0.0,517.0,292,1.0,<=>
2020,NMB1029,NGO_0556,98.712,466,6,0,1,466,1,466,0.0,943.0,466,1.0,<=>
2023,NMB1030,NGO_0558,91.489,188,15,1,1,188,1,187,3.5e-121,336.0,188,1.0,<=>
2024,NMB1031,NGO_0674,98.319,357,6,0,1,357,1,357,0.0,715.0,357,1.0,<=>
2025,NMB1032,NGO_0675,98.361,244,4,0,1,244,1,244,0.0,496.0,244,1.0,<=>
2026,NMB1033,NGO_0676,97.642,424,10,0,1,424,1,424,0.0,841.0,424,1.0,<=>
2036,NMB1034,NGO_0677,96.729,214,7,0,1,214,1,214,9.879999999999999e-159,433.0,214,1.0,<=>
2037,NMB1035,NGO_0678,96.471,85,3,0,1,85,1,85,2.0599999999999998e-55,162.0,85,1.0,<=>
2038,NMB1036,NGO_0679,95.957,470,19,0,1,470,1,470,0.0,921.0,470,1.0,<=>
2041,NMB1037,NGO_0680,97.333,450,12,0,1,450,1,450,0.0,910.0,450,1.0,<=>
2042,NMB1038,NGO_0681,97.788,226,5,0,1,226,1,226,4.1399999999999998e-162,443.0,226,1.0,<=>
2043,NMB1039,NGO_0682,97.521,242,6,0,1,242,1,242,0.0,503.0,242,1.0,<=>
2044,NMB1040,NGO_0683,92.974,427,30,0,1,427,1,427,0.0,818.0,427,1.0,<=>
2045,NMB1041,NGO_0684,96.183,393,15,0,1,393,1,393,0.0,763.0,393,1.0,<=>
2048,NMB1042,NGO_0685,94.254,818,47,0,1,818,1,818,0.0,1582.0,824,0.9927184466019418,<=>
2050,NMB1043,NGO_0686,91.667,24,2,0,1,24,1,24,1.23e-10,47.4,69,0.34782608695652173,<=>
2051,NMB1044,NGO_0687,98.456,259,4,0,1,259,1,259,0.0,527.0,259,1.0,<=>
2054,NMB1045,NGO_0688,96.935,261,8,0,5,265,1,261,0.0,510.0,265,0.9849056603773585,<=>
2055,NMB1046,NGO_0689,97.447,470,12,0,1,470,1,470,0.0,950.0,470,1.0,<=>
2056,NMB1047,NGO_0690,87.097,124,15,1,1,124,1,123,5.39e-76,217.0,124,1.0,<=>
2058,NMB1049,NGO_1578,31.343,134,90,2,1,132,1,134,1.05e-11,60.5,305,0.43934426229508194,->
2061,NMB1051,NGO_0870,97.645,637,15,0,1,637,1,637,0.0,1253.0,637,1.0,<=>
2106,NMB1052,NGO_0869,94.884,215,11,0,1,215,1,215,1.1e-138,383.0,215,1.0,<=>
2108,NMB1053,NGO_0868,44.203,276,139,5,1,273,1,264,1.92e-77,232.0,273,1.010989010989011,<=>
2110,NMB1055,NGO_0866,97.602,417,10,0,1,417,1,417,0.0,842.0,417,1.0,<=>
2111,NMB1056,NGO_0865,94.366,71,4,0,1,71,11,81,1.15e-44,134.0,71,1.0,<=>
2112,NMB1059,NGO_0863,98.63,73,1,0,1,73,1,73,7.21e-49,144.0,73,1.0,<=>
2113,NMB1060,NGO_0862,96.0,325,13,0,1,325,1,325,0.0,645.0,325,1.0,<=>
2114,NMB1061,NGO_0859,97.872,282,6,0,1,282,1,282,0.0,567.0,282,1.0,<=>
2115,NMB1062,NGO_0858,91.542,201,17,0,1,201,1,201,2.5299999999999998e-114,320.0,201,1.0,<=>
2116,NMB1063,NGO_0857,99.16,119,1,0,1,119,1,119,1.34e-82,233.0,119,1.0,<=>
2117,NMB1065,NGO_0853,90.0,120,12,0,1,120,1,120,4.47e-71,204.0,120,1.0,<=>
2118,NMB1066,NGO_0852,95.556,225,10,0,1,225,1,225,1.26e-144,399.0,227,0.9911894273127754,<=>
2119,NMB1067,NGO_0851,97.34,1015,27,0,1,1015,1,1015,0.0,2005.0,1015,1.0,<=>
2121,NMB1068,NGO_0850,95.012,421,21,0,1,421,1,421,0.0,810.0,421,1.0,<=>
2122,NMB1069,NGO_0956,30.303,99,60,2,139,237,144,233,0.000112,39.7,370,0.26756756756756755,->
2124,NMB1070,NGO_0848,97.876,518,11,0,1,518,81,598,0.0,1038.0,518,1.0,<=>
2125,NMB1071,NGO_0847,95.928,221,9,0,1,221,1,221,2.7e-160,438.0,221,1.0,<=>
2128,NMB1072,NGO_0846,95.423,284,13,0,1,284,1,284,0.0,542.0,284,1.0,<=>
2129,NMB1073,NGO_0845,97.082,377,11,0,1,377,1,377,0.0,761.0,377,1.0,<=>
2130,NMB1074,NGO_0844,97.993,299,6,0,1,299,1,299,0.0,575.0,299,1.0,<=>
2132,NMB1075,NGO_0842,97.309,223,6,0,1,223,1,223,1.5500000000000002e-166,454.0,223,1.0,<=>
2133,NMB1076,NGO_0841,98.206,223,4,0,1,223,1,223,3.16e-165,451.0,223,1.0,<=>
2135,NMB1077,NGO_04425,93.22,59,4,0,85,143,1,59,1.55e-35,115.0,184,0.32065217391304346,<=>
2160,NMB1087,NGO_1008,46.429,84,45,0,8,91,4,87,4.01e-21,76.6,102,0.8235294117647058,<=>
2161,NMB1115,NGO_03825,87.889,289,33,2,364,651,1,288,0.0,514.0,658,0.439209726443769,<=>
2164,NMB1116,NGO_0725,58.537,82,19,2,94,175,11,77,4.49e-22,82.0,176,0.4659090909090909,<=>
2168,NMB1123,NGO_0836,95.745,47,2,0,1,47,1,47,4.3800000000000004e-29,94.0,66,0.7121212121212122,->
2169,NMB1124,NGO_0835,96.759,216,7,0,1,216,1,216,9.82e-156,426.0,216,1.0,->
2170,NMB1126,NGO_0834,94.196,224,13,0,1,224,1,224,1.46e-150,414.0,224,1.0,->
2171,NMB1127,NGO_0832,96.25,240,9,0,1,240,1,240,4.1800000000000005e-173,472.0,240,1.0,->
2174,NMB1130,NGO_0830,97.251,291,8,0,1,291,1,291,0.0,582.0,291,1.0,->
2176,NMB1131,NGO_0829,96.779,621,20,0,1,621,1,621,0.0,1211.0,621,1.0,->
2178,NMB1132,NGO_0827,97.872,188,4,0,32,219,1,188,8.6e-134,370.0,219,0.8584474885844748,->
2180,NMB1133,NGO_0826,94.882,254,13,0,1,254,1,254,0.0,504.0,254,1.0,->
2181,NMB1134,NGO_0825,98.246,114,2,0,1,114,1,114,8.93e-80,226.0,114,1.0,->
2185,NMB1135,NGO_1777,91.304,23,2,0,17,39,25,47,3.7e-11,47.8,48,0.4791666666666667,->
2189,NMB1137,NGO_0823,95.455,66,3,0,1,66,1,66,4.62e-43,129.0,66,1.0,->
2190,NMB1138,NGO_0822,96.269,134,5,0,1,134,1,134,4.03e-93,261.0,134,1.0,->
2191,NMB1139,NGO_0821,98.75,320,4,0,1,320,1,320,0.0,652.0,320,1.0,->
2192,NMB1140,NGO_0820,92.506,427,32,0,1,427,20,446,0.0,807.0,427,1.0,->
2194,NMB1141,NGO_0819,89.216,204,22,0,1,204,59,262,1.17e-134,374.0,204,1.0,->
2197,NMB1144,NGO_0816,92.157,102,8,0,1,102,1,102,2.53e-67,193.0,102,1.0,->
2200,NMB1145,NGO_0815,93.246,459,31,0,1,459,1,459,0.0,886.0,459,1.0,->
2205,NMB1146,NGO_0813,98.006,351,7,0,1,351,1,351,0.0,724.0,351,1.0,->
2206,NMB1147,NGO_0812,91.038,212,13,1,1,212,1,206,3.72e-136,376.0,212,1.0,->
2207,NMB1150,NGO_0809,98.065,620,12,0,1,620,1,620,0.0,1259.0,620,1.0,->
2209,NMB1152,NGO_0659,27.094,203,112,10,373,561,126,306,5.76e-05,41.2,605,0.33553719008264465,->
2210,NMB1153,NGO_0806,96.429,196,7,0,234,429,166,361,8.409999999999999e-134,385.0,429,0.4568764568764569,->
2218,NMB1156,NGO_0806,97.561,164,4,0,1,164,1,164,1.57e-108,322.0,484,0.33884297520661155,->
2219,NMB1158,NGO_0805,95.431,197,9,0,1,197,1,197,4.62e-131,364.0,219,0.8995433789954338,->
2220,NMB1159,NGO_0804,91.582,297,25,0,1,297,1,297,0.0,522.0,297,1.0,->
2221,NMB1161,NGO_0836,95.745,47,2,0,1,47,1,47,4.3800000000000004e-29,94.0,66,0.7121212121212122,<=>
2222,NMB1162,NGO_0835,96.759,216,7,0,1,216,1,216,9.82e-156,426.0,216,1.0,<=>
2223,NMB1164,NGO_0834,94.196,224,13,0,1,224,1,224,1.46e-150,414.0,224,1.0,<=>
2224,NMB1165,NGO_0832,96.25,240,9,0,1,240,1,240,4.1800000000000005e-173,472.0,240,1.0,<=>
2227,NMB1168,NGO_0830,97.251,291,8,0,1,291,1,291,0.0,582.0,291,1.0,<=>
2229,NMB1169,NGO_0829,96.779,621,20,0,1,621,1,621,0.0,1211.0,621,1.0,<=>
2231,NMB1170,NGO_0827,97.872,188,4,0,32,219,1,188,8.6e-134,370.0,219,0.8584474885844748,<=>
2233,NMB1171,NGO_0826,94.882,254,13,0,1,254,1,254,0.0,504.0,254,1.0,<=>
2234,NMB1172,NGO_0825,98.246,114,2,0,1,114,1,114,8.93e-80,226.0,114,1.0,<=>
2238,NMB1173,NGO_1777,91.304,23,2,0,17,39,25,47,3.7e-11,47.8,48,0.4791666666666667,->
2242,NMB1175,NGO_0823,95.455,66,3,0,1,66,1,66,4.62e-43,129.0,66,1.0,<=>
2243,NMB1176,NGO_0822,96.269,134,5,0,1,134,1,134,4.03e-93,261.0,134,1.0,<=>
2244,NMB1177,NGO_0821,98.75,320,4,0,1,320,1,320,0.0,652.0,320,1.0,<=>
2245,NMB1178,NGO_0820,92.506,427,32,0,1,427,20,446,0.0,807.0,427,1.0,<=>
2247,NMB1179,NGO_0819,89.216,204,22,0,1,204,59,262,1.17e-134,374.0,204,1.0,<=>
2250,NMB1182,NGO_0816,92.157,102,8,0,1,102,1,102,2.53e-67,193.0,102,1.0,<=>
2253,NMB1183,NGO_0815,93.246,459,31,0,1,459,1,459,0.0,886.0,459,1.0,<=>
2258,NMB1184,NGO_0813,98.006,351,7,0,1,351,1,351,0.0,724.0,351,1.0,<=>
2259,NMB1185,NGO_0812,91.038,212,13,1,1,212,1,206,3.72e-136,376.0,212,1.0,<=>
2260,NMB1188,NGO_0809,98.065,620,12,0,1,620,1,620,0.0,1259.0,620,1.0,<=>
2262,NMB1190,NGO_0659,27.094,203,112,10,373,561,126,306,5.76e-05,41.2,605,0.33553719008264465,->
2263,NMB1191,NGO_0806,96.429,196,7,0,234,429,166,361,8.409999999999999e-134,385.0,429,0.4568764568764569,->
2271,NMB1194,NGO_0806,97.561,164,4,0,1,164,1,164,1.57e-108,322.0,484,0.33884297520661155,<=>
2272,NMB1196,NGO_0805,95.431,197,9,0,1,197,1,197,4.62e-131,364.0,219,0.8995433789954338,<=>
2273,NMB1197,NGO_0804,91.582,297,25,0,1,297,1,297,0.0,522.0,297,1.0,<=>
2274,NMB1199,NGO_0803,99.338,604,4,0,1,604,1,604,0.0,1218.0,604,1.0,<=>
2283,NMB1200,NGO_0801,94.697,792,42,0,1,792,1,792,0.0,1488.0,792,1.0,<=>
2286,NMB1201,NGO_0799,98.77,488,6,0,1,488,1,488,0.0,977.0,488,1.0,<=>
2287,NMB1203,NGO_0798,95.428,853,39,0,1,853,1,853,0.0,1686.0,853,1.0,<=>
2288,NMB1204,NGO_0797,98.113,106,2,0,2,107,1,106,1.4899999999999999e-74,212.0,107,0.9906542056074766,<=>
2290,NMB1206,NGO_0795,100.0,158,0,0,1,158,1,158,2.37e-113,314.0,158,1.0,<=>
2292,NMB1207,NGO_0794,99.355,155,1,0,1,155,1,155,1.11e-114,317.0,155,1.0,<=>
2294,NMB1216,NGO_0793,99.39,328,2,0,1,328,1,328,0.0,679.0,328,1.0,<=>
2295,NMB1217,NGO_0792,97.596,208,5,0,1,208,1,208,2.69e-155,424.0,208,1.0,<=>
2296,NMB1218,NGO_0791,97.826,92,2,0,1,92,1,92,4.3400000000000005e-65,187.0,92,1.0,<=>
2297,NMB1219,NGO_0789,97.479,357,9,0,1,357,1,357,0.0,677.0,357,1.0,<=>
2298,NMB1220,NGO_0788,99.051,316,3,0,1,316,1,316,0.0,631.0,316,1.0,<=>
2299,NMB1221,NGO_0787,93.382,136,9,0,1,136,1,136,1.5099999999999998e-89,252.0,136,1.0,<=>
2300,NMB1222,NGO_0786,96.818,220,7,0,1,220,1,220,3.21e-163,445.0,220,1.0,<=>
2301,NMB1225,NGO_0783,93.605,172,10,1,1,172,1,171,2.1299999999999998e-113,315.0,172,1.0,<=>
2303,NMB1226,NGO_0781,95.788,641,27,0,1,641,1,641,0.0,1237.0,641,1.0,<=>
2348,NMB1227,NGO_0780,98.387,124,2,0,9,132,1,124,1.61e-91,256.0,132,0.9393939393939394,<=>
2349,NMB1228,NGO_0779,98.394,436,7,0,1,436,1,436,0.0,866.0,436,1.0,<=>
2350,NMB1229,NGO_0778,91.034,145,13,0,1,145,1,145,7.769999999999999e-82,233.0,145,1.0,<=>
2351,NMB1230,NGO_0777,97.778,90,2,0,1,90,1,90,1.9000000000000002e-58,170.0,90,1.0,<=>
2354,NMB1231,NGO_0775,97.564,821,20,0,1,821,1,821,0.0,1626.0,821,1.0,<=>
2357,NMB1232,NGO_1300,36.066,122,65,4,129,237,132,253,2.32e-12,62.4,307,0.3973941368078176,->
2361,NMB1233,NGO_0771,95.533,582,26,0,1,582,1,582,0.0,1091.0,582,1.0,<=>
2362,NMB1234,NGO_0770,95.259,232,11,0,1,232,1,232,4.83e-161,441.0,232,1.0,<=>
2393,NMB1235,NGO_0769,98.077,416,8,0,1,416,1,416,0.0,825.0,416,1.0,<=>
2394,NMB1237,NGO_0767,93.689,206,13,0,2,207,1,206,6.64e-144,395.0,207,0.9951690821256038,<=>
2395,NMB1238,NGO_0766,96.296,513,19,0,1,513,1,513,0.0,1004.0,513,1.0,<=>
2396,NMB1239,NGO_0765,93.6,125,8,0,1,125,1,125,1.21e-87,246.0,125,1.0,<=>
2397,NMB1240,NGO_0764,99.263,543,4,0,1,543,1,543,0.0,1112.0,543,1.0,<=>
2442,NMB1241,NGO_0763,96.098,410,16,0,1,410,1,410,0.0,814.0,418,0.9808612440191388,<=>
2444,NMB1242,NGO_0761,97.087,103,3,0,1,103,1,103,1.59e-74,211.0,103,1.0,<=>
2445,NMB1243,NGO_0760,97.384,344,9,0,1,344,1,344,0.0,671.0,344,1.0,<=>
2452,NMB1244,NGO_0758,95.154,227,11,0,1,227,1,227,6.8000000000000004e-161,441.0,243,0.934156378600823,<=>
2453,NMB1246,NGO_0756,93.706,286,18,0,1,286,1,286,0.0,558.0,288,0.9930555555555556,<=>
2454,NMB1247,NGO_0755,97.087,206,6,0,30,235,1,206,5.92e-150,412.0,235,0.8765957446808511,<=>
2455,NMB1249,NGO_0753,88.325,591,68,1,1,591,1,590,0.0,1037.0,591,1.0,<=>
2456,NMB1250,NGO_0752,99.543,219,1,0,1,219,1,219,1.65e-160,438.0,219,1.0,<=>
2458,NMB1252,NGO_0526,96.232,345,13,0,1,345,1,345,0.0,674.0,345,1.0,<=>
2459,NMB1253,NGO_1133,86.726,226,29,1,1,226,1,225,2.27e-140,388.0,226,1.0,<=>
2460,NMB1254,NGO_1134,96.97,198,6,0,1,198,1,198,2.8e-145,398.0,198,1.0,<=>
2462,NMB1256,NGO_0704,96.978,364,11,0,1,364,83,446,0.0,726.0,364,1.0,<=>
2464,NMB1258,NGO_0696,96.339,437,16,0,1,437,1,437,0.0,832.0,437,1.0,<=>
2470,NMB1260,NGO_0546,98.98,980,10,0,1,980,1,980,0.0,1997.0,980,1.0,<=>
2472,NMB1262,NGO_0544,92.473,186,14,0,1,186,1,186,1.04e-126,350.0,186,1.0,<=>
2474,NMB1263,NGO_0543,98.039,306,6,0,1,306,4,309,0.0,617.0,306,1.0,<=>
2475,NMB1266,NGO_0542,96.226,159,6,0,1,159,1,159,3.36e-113,314.0,159,1.0,<=>
2477,NMB1267,NGO_0541,95.395,152,7,0,1,152,20,171,1.07e-107,300.0,152,1.0,<=>
2478,NMB1269,NGO_0539,97.541,366,9,0,1,366,1,366,0.0,739.0,366,1.0,<=>
2479,NMB1270,NGO_02845,93.725,510,31,1,35,544,1,509,0.0,979.0,544,0.9375,<=>
2480,NMB1271,NGO_0537,92.958,71,5,0,1,71,55,125,3.0599999999999995e-42,129.0,71,1.0,<=>
2481,NMB1273,NGO_0534,94.363,479,27,0,1,479,1,479,0.0,894.0,479,1.0,<=>
2482,NMB1274,NGO_0533,94.817,328,17,0,1,328,1,328,0.0,619.0,328,1.0,<=>
2483,NMB1276,NGO_0530,98.649,518,7,0,1,518,1,518,0.0,1045.0,518,1.0,<=>
2485,NMB1277,NGO_0529,98.669,676,9,0,1,676,1,676,0.0,1354.0,676,1.0,<=>
2486,NMB1278,NGO_0627,98.206,669,12,0,1,669,1,669,0.0,1345.0,669,1.0,<=>
2487,NMB1279,NGO_0626,95.946,370,9,1,1,370,1,364,0.0,723.0,370,1.0,<=>
2488,NMB1280,NGO_0624,95.905,464,19,0,13,476,1,464,0.0,915.0,476,0.9747899159663865,<=>
2489,NMB1281,NGO_0623,93.588,811,48,1,569,1379,426,1232,0.0,1503.0,1380,0.5876811594202899,<=>
2498,NMB1282,NGO_0620,97.656,128,3,0,1,128,1,128,1.3399999999999999e-90,254.0,128,1.0,<=>
2499,NMB1283,NGO_0619,97.865,281,6,0,1,281,1,281,0.0,564.0,281,1.0,<=>
2500,NMB1284,NGO_0618,93.197,147,10,0,1,147,1,147,2.28e-87,248.0,147,1.0,<=>
2501,NMB1285,NGO_0617,98.601,429,6,0,1,429,1,429,0.0,862.0,429,1.0,<=>
2502,NMB1286,NGO_0616,100.0,93,0,0,1,93,1,93,2.43e-66,190.0,93,1.0,<=>
2503,NMB1287,NGO_6151,97.938,97,2,0,1,97,1,97,3.06e-65,187.0,97,1.0,<=>
2505,NMB1288,NGO_0615,98.961,385,4,0,1,385,1,385,0.0,793.0,385,1.0,<=>
2507,NMB1290,NGO_0676,43.256,215,90,10,18,217,2,199,3.37e-41,145.0,338,0.636094674556213,->
2515,NMB1291,NGO_0614,98.684,760,10,0,1,760,1,760,0.0,1558.0,760,1.0,<=>
2516,NMB1293,NGO_0613,96.154,104,4,0,6,109,1,104,7.3e-73,207.0,109,0.9541284403669725,<=>
2517,NMB1294,NGO_0611,96.875,256,8,0,1,256,1,256,0.0,509.0,256,1.0,<=>
2518,NMB1295,NGO_0610,96.014,276,11,0,1,276,1,276,0.0,550.0,276,1.0,<=>
2519,NMB1296,NGO_0609,93.689,206,13,0,1,206,1,206,1.2800000000000001e-143,396.0,222,0.9279279279279279,<=>
2520,NMB1297,NGO_0608,96.813,659,21,0,1,659,1,659,0.0,1313.0,659,1.0,<=>
2522,NMB1298,NGO_0607,96.537,231,8,0,1,231,1,231,1.31e-171,467.0,231,1.0,<=>
2525,NMB1300,NGO_0605,95.89,219,9,0,1,219,1,219,9.33e-153,419.0,219,1.0,<=>
2526,NMB1301,NGO_0604,99.644,562,2,0,1,562,1,562,0.0,1115.0,562,1.0,<=>
2531,NMB1302,NGO_0603,100.0,105,0,0,1,105,1,105,9.74e-75,212.0,105,1.0,<=>
2534,NMB1303,NGO_0602,99.265,136,1,0,1,136,1,136,3.87e-99,276.0,136,1.0,<=>
2535,NMB1304,NGO_1442,31.441,229,133,7,24,251,14,219,5.39e-21,89.0,379,0.604221635883905,->
2537,NMB1305,NGO_0600,94.565,276,15,0,1,276,1,276,0.0,552.0,276,1.0,<=>
2538,NMB1306,NGO_0598,98.177,384,7,0,1,384,1,384,0.0,785.0,384,1.0,<=>
2539,NMB1307,NGO_0597,99.038,104,1,0,39,142,1,104,4.64e-75,214.0,142,0.7323943661971831,<=>
2540,NMB1308,NGO_0596,98.082,365,7,0,1,365,1,365,0.0,751.0,365,1.0,<=>
2541,NMB1309,NGO_0595,99.213,254,2,0,1,254,1,254,0.0,513.0,254,1.0,<=>
2542,NMB1310,NGO_0594,96.919,422,13,0,1,422,1,422,0.0,838.0,422,1.0,<=>
2543,NMB1312,NGO_0593,98.87,177,2,0,1,177,29,205,5.3900000000000006e-129,356.0,177,1.0,<=>
2544,NMB1313,NGO_0592,96.796,437,14,0,2,438,1,437,0.0,849.0,438,0.997716894977169,<=>
2545,NMB1314,NGO_0590,97.786,813,18,0,1,813,1,813,0.0,1618.0,813,1.0,<=>
2547,NMB1315,NGO_0589,98.515,404,6,0,1,404,1,404,0.0,778.0,404,1.0,<=>
2548,NMB1317,NGO_0587,83.051,59,10,0,51,109,1,59,1.66e-28,96.7,135,0.43703703703703706,<=>
2549,NMB1318,NGO_0586,100.0,249,0,0,1,249,1,249,0.0,504.0,249,1.0,<=>
2550,NMB1319,NGO_0585,96.813,251,8,0,1,251,1,251,1.1099999999999999e-172,473.0,258,0.9728682170542635,<=>
2551,NMB1320,NGO_0584,98.013,151,3,0,1,151,1,151,4.980000000000001e-103,287.0,151,1.0,<=>
2552,NMB1321,NGO_0583,100.0,77,0,0,1,77,1,77,2.64e-53,156.0,77,1.0,<=>
2553,NMB1322,NGO_0582,93.069,101,7,0,1,101,1,101,3.0300000000000004e-66,191.0,101,1.0,<=>
2554,NMB1323,NGO_0581,95.122,123,6,0,1,123,1,123,6.81e-82,232.0,123,1.0,<=>
2555,NMB1324,NGO_0580,99.369,317,2,0,1,317,1,317,0.0,645.0,317,1.0,<=>
2557,NMB1325,NGO_0579,94.353,726,36,1,1,721,1,726,0.0,1352.0,721,1.0069348127600555,<=>
2559,NMB1326,NGO_0578,96.117,618,24,0,1,618,12,629,0.0,1242.0,618,1.0,<=>
2560,NMB1327,NGO_03050,70.695,331,97,0,130,460,2,332,6.520000000000001e-148,421.0,468,0.7072649572649573,<=>
2565,NMB1328,NGO_0575,95.816,239,10,0,1,239,1,239,2.9400000000000002e-173,472.0,239,1.0,<=>
2567,NMB1331,NGO_0573,97.781,676,15,0,1,676,1,676,0.0,1352.0,676,1.0,<=>
